1321338697	20250903	202509	2025	2025.6658											BUS	BANK						BUS			0	036	036	03	1	4.0	4	2	4	-3.95742201667042	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20260903174500	https://www.click2houston.com/news/texas/2026/09/03/texas-food-banks-feel-the-squeeze-of-federal-cuts-drop-in-donations/
1321338698	20250903	202509	2025	2025.6658											BUS	BUSINESS						BUS			1	042	042	04	1	1.9	6	1	6	-0.69808027923211	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20260903174500	https://953thebear.com/ixp/993/p/brookwoods-data-center-town-hall-debate/
1321338699	20250903	202509	2025	2025.6658	BUS	BANK						BUS													0	036	036	03	1	4.0	4	2	4	-3.95742201667042	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20260903174500	https://www.click2houston.com/news/texas/2026/09/03/texas-food-banks-feel-the-squeeze-of-federal-cuts-drop-in-donations/
1321338700	20250903	202509	2025	2025.6658	BUS	BUSINESS						BUS													1	043	043	04	1	2.8	6	1	6	-0.69808027923211	3	Hurricane Creek, Georgia, United States	US	USGA	GA283	32.3821	-82.7168	315845	0								3	Hurricane Creek, Georgia, United States	US	USGA		32.3821	-82.7168	315845	20260903174500	https://953thebear.com/ixp/993/p/brookwoods-data-center-town-hall-debate/
1321338701	20250903	202509	2025	2025.6658	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								1	043	043	04	1	2.8	4	1	4	-0.69808027923211	3	Hurricane Creek, Georgia, United States	US	USGA	GA283	32.3821	-82.7168	315845	3	Hurricane Creek, Georgia, United States	US	USGA		32.3821	-82.7168	315845	3	Hurricane Creek, Georgia, United States	US	USGA		32.3821	-82.7168	315845	20260903174500	https://953thebear.com/ixp/993/p/brookwoods-data-center-town-hall-debate/
1321338702	20250903	202509	2025	2025.6658	CHE	SWITZERLAND	CHE																		1	111	111	11	3	-2.0	3	1	3	1.84049079754601	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	0								4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20260903174500	https://www.gq.com/story/box-and-papers-geneva-watch-days-09-03-2026
1321338703	20250903	202509	2025	2025.6658	IGOWSTNAT	NATO	WST	NAT				IGO			UKR	UKRAINE	UKR								0	014	014	01	1	0.0	10	1	10	-2.98136645962732	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20260903174500	https://www.moneycontrol.com/world/trump-says-us-weapons-stockpile-reports-are-100-wrong-amid-iran-war-article-14022263.html
1321338704	20250903	202509	2025	2025.6658	IRN	IRAN	IRN								CHRCTH454	SOCIETY OF JESUS				CHR	CTH				1	010	010	01	1	0.0	4	1	4	-3.83233532934131	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20260903174500	https://www.americamagazine.org/short-take/2026/09/03/compassion-fatigue-bad-news-ignatian-spirituality/
1321338705	20250903	202509	2025	2025.6658	IRN	IRAN	IRN								CHRCTH454	SOCIETY OF JESUS				CHR	CTH				1	130	130	13	3	-4.4	4	1	4	-3.83233532934131	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20260903174500	https://www.americamagazine.org/short-take/2026/09/03/compassion-fatigue-bad-news-ignatian-spirituality/
1321338706	20250903	202509	2025	2025.6658	ISR	ISRAELI	ISR								USA	WASHINGTON	USA								0	190	190	19	4	-10.0	2	1	2	-6.58135283363803	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20260903174500	http://www.washingtonjewishweek.com/editorial-is-there-still-a-line/
1321338707	20250903	202509	2025	2025.6658	ISR	ISRAELI	ISR								USA	WASHINGTON	USA								0	190	190	19	4	-10.0	2	1	2	-6.58135283363803	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20260903174500	http://www.washingtonjewishweek.com/editorial-is-there-still-a-line/
1321338708	20250903	202509	2025	2025.6658	ISRGOV	ISRAELI	ISR					GOV			USA	WASHINGTON	USA								0	190	190	19	4	-10.0	2	1	2	-6.58135283363803	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20260903174500	http://www.washingtonjewishweek.com/editorial-is-there-still-a-line/
1321338709	20250903	202509	2025	2025.6658	ISRGOV	ISRAEL	ISR					GOV			USA	WASHINGTON	USA								0	190	190	19	4	-10.0	4	1	4	-6.58135283363803	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20260903174500	http://www.washingtonjewishweek.com/editorial-is-there-still-a-line/
1321338710	20250903	202509	2025	2025.6658	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			1	042	042	04	1	1.9	2	1	2	-0.69808027923211	3	Hurricane Creek, Georgia, United States	US	USGA	GA283	32.3821	-82.7168	315845	3	Hurricane Creek, Georgia, United States	US	USGA		32.3821	-82.7168	315845	3	Hurricane Creek, Georgia, United States	US	USGA		32.3821	-82.7168	315845	20260903174500	https://953thebear.com/ixp/993/p/brookwoods-data-center-town-hall-debate/
1321338711	20250903	202509	2025	2025.6658	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			1	042	042	04	1	1.9	2	1	2	-0.69808027923211	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20260903174500	https://953thebear.com/ixp/993/p/brookwoods-data-center-town-hall-debate/
1321338712	20250903	202509	2025	2025.6658	USA	THE US	USA								UKR	UKRAINE	UKR								0	014	014	01	1	0.0	10	1	10	-2.98136645962732	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20260903174500	https://www.moneycontrol.com/world/trump-says-us-weapons-stockpile-reports-are-100-wrong-amid-iran-war-article-14022263.html
1321338713	20260804	202608	2026	2026.5863											CHR	CHRISTIAN				CHR					0	084	084	08	2	7.0	2	1	2	-8.44748858447488	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20260903174500	https://www.fox4news.com/news/feds-charges-ice-agent-lying-about-minneapolis-shooting-report
1321338714	20260804	202608	2026	2026.5863											CHR	CHRISTIAN				CHR					0	084	084	08	2	7.0	4	1	4	-8.44748858447488	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20260903174500	https://www.fox4news.com/news/feds-charges-ice-agent-lying-about-minneapolis-shooting-report
