1321331748	20250903	202509	2025	2025.6658											GBR	UNITED KINGDOM	GBR								0	190	190	19	4	-10.0	2	1	2	-4.21994884910486	0								4	Cefn Cribwr, Bridgend, United Kingdom	UK	UKX3	40186	51.5317	-3.65278	9167622	4	Cefn Cribwr, Bridgend, United Kingdom	UK	UKX3	40186	51.5317	-3.65278	9167622	20260903170000	https://www.walesonline.co.uk/news/wales-news/man-who-killed-wife-claims-34564214
1321331749	20250903	202509	2025	2025.6658	AUS	WESTERN AUSTRALIA	AUS																		0	036	036	03	1	4.0	2	1	2	1.6597510373444	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260903170000	https://www.manilatimes.net/2026/09/04/world/asia-oceania/defense-chiefs-back-boosting-us-military-presence-in-australia/2418192
1321331750	20250903	202509	2025	2025.6658	GOV	ADMINISTRATION						GOV			EDU	SCHOOL						EDU			0	020	020	02	1	3.0	10	1	10	1.9672131147541	4	Cagayan De Oro, Cagayan de Oro, Philippines	RP	RPB2	24265	8.48111	124.643	-2418289	4	Cagayan De Oro, Cagayan de Oro, Philippines	RP	RPB2	24265	8.48111	124.643	-2418289	4	Cagayan De Oro, Cagayan de Oro, Philippines	RP	RPB2	24265	8.48111	124.643	-2418289	20260903170000	https://www.philstar.com/headlines/2026/09/04/2553881/dbm-oks-p868-billion-teachers-pay-raise
1321331751	20250903	202509	2025	2025.6658	GOV	ADMINISTRATION						GOV			EDU	SCHOOL						EDU			0	071	071	07	2	7.4	10	1	10	1.9672131147541	4	Cagayan De Oro, Cagayan de Oro, Philippines	RP	RPB2	24265	8.48111	124.643	-2418289	4	Cagayan De Oro, Cagayan de Oro, Philippines	RP	RPB2	24265	8.48111	124.643	-2418289	4	Cagayan De Oro, Cagayan de Oro, Philippines	RP	RPB2	24265	8.48111	124.643	-2418289	20260903170000	https://www.philstar.com/headlines/2026/09/04/2553881/dbm-oks-p868-billion-teachers-pay-raise
1321331752	20250903	202509	2025	2025.6658	MDG	MADAGASCAR	MDG								COP	SECURITY OFFICIAL						COP			1	114	114	11	3	-2.0	5	1	5	-8.16901408450703	1	Madagascar	MA	MA		-20	47	MA	1	Madagascar	MA	MA		-20	47	MA	1	Madagascar	MA	MA		-20	47	MA	20260903170000	https://www.standardmedia.co.ke/africa/article/2001556930/key-ally-of-ousted-madagascar-president-sentenced-over-crackdown-on-gen-z-protestors
1321331753	20250903	202509	2025	2025.6658	MDG	MADAGASCAR	MDG								COP	SECURITY OFFICIAL						COP			1	173	173	17	4	-5.0	10	1	10	-8.16901408450703	1	Madagascar	MA	MA		-20	47	MA	1	Madagascar	MA	MA		-20	47	MA	1	Madagascar	MA	MA		-20	47	MA	20260903170000	https://www.standardmedia.co.ke/africa/article/2001556930/key-ally-of-ousted-madagascar-president-sentenced-over-crackdown-on-gen-z-protestors
1321331754	20250903	202509	2025	2025.6658	MDG	MADAGASCAR	MDG								MED	LOCAL MEDIA						MED			1	114	114	11	3	-2.0	5	1	5	-8.16901408450703	1	Madagascar	MA	MA		-20	47	MA	1	Madagascar	MA	MA		-20	47	MA	1	Madagascar	MA	MA		-20	47	MA	20260903170000	https://www.standardmedia.co.ke/africa/article/2001556930/key-ally-of-ousted-madagascar-president-sentenced-over-crackdown-on-gen-z-protestors
1321331755	20250903	202509	2025	2025.6658	MED	MEDIA						MED													1	020	020	02	1	3.0	10	1	10	1.00558659217877	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20260903170000	https://www.vtcng.com/shelburnenews/state_and_world/state_news/nonprofit-to-acquire-vermont-newspaper-company/article_f4addb50-6255-44b1-9bd0-f11bbe403d60.html
1321331756	20250903	202509	2025	2025.6658	MED	MEDIA						MED													0	051	051	05	1	3.4	8	8	8	-3.59435173299101	4	Melilla, Spain (general), Spain	SP	SP00	25821	35.2839	-2.94307	-391809	0								4	Melilla, Spain (general), Spain	SP	SP00	25821	35.2839	-2.94307	-391809	20260903170000	https://www.penarthtimes.co.uk/news/national/26519010.spanish-pm-struggles-answer-questions-ceuta-border-crisis/
1321331757	20250903	202509	2025	2025.6658	USALEG	TEXAS	USA					LEG			USA	TEXAS	USA								0	051	051	05	1	3.4	6	1	6	-4.78564307078764	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20260903170000	https://www.yahoo.com/news/us/articles/judge-disqualifies-ken-paxtons-office-163000782.html
1321331758	20260804	202608	2026	2026.5863											AUS	AUSTRALIA	AUS								1	057	057	05	1	8.0	10	1	10	4.98960498960499	0								4	Broken Hill, New South Wales, Australia	AS	AS02	5096	-31.9617	141.46	-1561850	4	Broken Hill, New South Wales, Australia	AS	AS02	5096	-31.9617	141.46	-1561850	20260903170000	https://www.mining-technology.com/news/vox-royalty-nsr-royalty-white-dam-gold-mine/
1321331759	20260804	202608	2026	2026.5863											CHR	CHRISTIAN				CHR					0	084	084	08	2	7.0	6	1	6	-8.68055555555551	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20260903170000	https://www.fox5dc.com/news/feds-charges-ice-agent-lying-about-minneapolis-shooting-report
1321331760	20260804	202608	2026	2026.5863											VEN	VENEZUELA	VEN								0	084	084	08	2	7.0	1	1	1	-8.68055555555551	0								1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20260903170000	https://www.fox5dc.com/news/feds-charges-ice-agent-lying-about-minneapolis-shooting-report
1321331761	20260804	202608	2026	2026.5863	AUS	AUSTRALIA	AUS																		1	057	057	05	1	8.0	10	1	10	4.98960498960499	4	Broken Hill, New South Wales, Australia	AS	AS02	5096	-31.9617	141.46	-1561850	0								4	Broken Hill, New South Wales, Australia	AS	AS02	5096	-31.9617	141.46	-1561850	20260903170000	https://www.mining-technology.com/news/vox-royalty-nsr-royalty-white-dam-gold-mine/
1321331762	20260804	202608	2026	2026.5863	CHR	CHRISTIAN				CHR					VEN	VENEZUELA	VEN								0	084	084	08	2	7.0	2	1	2	-8.68055555555551	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20260903170000	https://www.fox5dc.com/news/feds-charges-ice-agent-lying-about-minneapolis-shooting-report
1321331763	20260804	202608	2026	2026.5863	SOM	SOMALIA	SOM																		0	0831	083	08	2	5.0	2	1	2	-4.30555555555555	1	Somalia	SO	SO		6	48	SO	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20260903170000	https://www.mirror.co.uk/news/politics/zia-yusuf-reform-piers-morgan-37624254
